year,country,iso_code,fossil_twh,renewables_twh,total_twh,fossil_pct,renew_pct
1984,Venezuela,VEN,430.556,59.858,490.414,87.79,12.21
1984,Vietnam,VNM,56.409,4.728,61.137,92.27,7.73
1985,Algeria,DZA,260.386,1.91,262.29600000000005,99.27,0.73
1985,Argentina,ARG,403.804,61.454,465.258,86.79,13.21
1985,Australia,AUS,834.892,42.678,877.57,95.14,4.86
1985,Austria,AUT,221.793,94.013,315.80600000000004,70.23,29.77
1985,Azerbaijan,AZE,231.069,3.881,234.95,98.35,1.65
1985,Bangladesh,BGD,46.089,2.185,48.274,95.47,4.53
1985,Belarus,BLR,407.985,0.059,408.04400000000004,99.99,0.01
1985,Belgium,BEL,445.17,1.018,446.188,99.77,0.23
1985,Brazil,BRA,770.724,591.336,1362.06,56.59,43.41
1985,Bulgaria,BGR,293.004,6.615,299.619,97.79,2.21
1985,Canada,CAN,1782.314,903.231,2685.545,66.37,33.63
1985,Chile,CHL,76.544,33.356,109.9,69.65,30.35
1985,China,CHN,5877.182,273.189,6150.371,95.56,4.44
1985,Colombia,COL,164.072,55.381,219.453,74.76,25.24
1985,Czechia,CZE,619.767,4.941,624.70800000000008,99.21,0.79
1985,Denmark,DNK,217.461,0.355,217.816,99.84,0.16
1985,Egypt,EGY,301.799,27.051,328.84999999999997,91.77,8.23
1985,Estonia,EST,118.453,0.0,118.453,100.0,0.0
1985,Finland,FIN,195.565,36.473,232.038,84.28,15.72
1985,France,FRA,1582.29,188.359,1770.649,89.36,10.64
1985,Germany,DEU,3840.231,56.702,3896.933,98.54,1.46
1985,Greece,GRC,212.616,8.294,220.91000000000003,96.25,3.75
1985,Hungary,HUN,314.536,0.458,314.994,99.85,0.15
1985,India,IND,1418.261,153.211,1571.472,90.25,9.75
1985,Indonesia,IDN,404.804,8.181,412.98499999999996,98.02,1.98
1985,Iran,IRN,626.498,17.443,643.941,97.29,2.71
1985,Ireland,IRL,97.062,2.476,99.538,97.51,2.49
1985,Israel,ISR,98.251,0.006,98.257,99.99,0.01
1985,Italy,ITA,1487.119,129.611,1616.73,91.98,8.02
1985,Japan,JPN,3743.137,285.067,4028.204,92.92,7.08
1985,Kazakhstan,KAZ,780.62,15.407,796.027,98.06,1.94
1985,Latvia,LVA,97.481,8.808,106.28899999999999,91.71,8.29
1985,Lithuania,LTU,152.632,1.163,153.79500000000002,99.24,0.76
1985,Luxembourg,LUX,32.025,0.263,32.288,99.19,0.81
1985,Malaysia,MYS,160.741,11.143,171.88400000000001,93.52,6.48
1985,Mexico,MEX,1045.681,88.716,1134.397,92.18,7.82
1985,Morocco,MAR,63.866,1.437,65.303,97.8,2.2
1985,Netherlands,NLD,810.368,1.417,811.78500000000008,99.83,0.17
1985,New Zealand,NZL,90.157,64.258,154.415,58.39,41.61
1985,Norway,NOR,132.684,302.761,435.44500000000005,30.47,69.53
1985,Pakistan,PAK,178.549,38.512,217.061,82.26,17.74
1985,Peru,PER,74.295,28.282,102.577,72.43,27.57
1985,Poland,POL,1459.699,6.744,1466.443,99.54,0.46
1985,Romania,ROU,677.312,37.592,714.904,94.74,5.26
1985,Russia,RUS,8801.017,472.308,9273.325,94.91,5.09
1985,Saudi Arabia,SAU,729.734,0.0,729.734,100.0,0.0
1985,Slovakia,SVK,206.786,6.26,213.046,97.06,2.94
1985,South Africa,ZAF,897.63,1.845,899.475,99.79,0.21
1985,Spain,ESP,748.242,94.466,842.708,88.79,11.21
1985,Sweden,SWE,309.777,215.681,525.458,58.95,41.05
1985,Switzerland,CHE,164.27,95.943,260.213,63.13,36.87
1985,Taiwan,TWN,298.077,17.754,315.831,94.38,5.62
1985,Thailand,THA,179.378,10.914,190.29199999999997,94.26,5.74
1985,Turkey,TUR,350.459,35.634,386.093,90.77,9.23
1985,Turkmenistan,TKM,143.095,0.009,143.10399999999998,99.99,0.01
1985,Ukraine,UKR,2597.724,31.677,2629.4010000000003,98.8,1.2
1985,United Kingdom,GBR,2205.673,11.696,2217.3689999999997,99.47,0.53
1985,United States,USA,18076.279,961.936,19038.215,94.95,5.05
1985,Uzbekistan,UZB,450.0,16.061,466.061,96.55,3.45
1985,Venezuela,VEN,436.803,66.97,503.773,86.71,13.29
1985,Vietnam,VNM,57.283,4.367,61.65,92.92,7.08
1986,Algeria,DZA,276.751,0.739,277.48999999999995,99.73,0.27
1986,Argentina,ARG,430.098,62.582,492.68,87.3,12.7
1986,Australia,AUS,851.962,42.943,894.905,95.2,4.8
1986,Austria,AUT,220.942,95.493,316.435,69.82,30.18
1986,Azerbaijan,AZE,250.456,2.378,252.834,99.06,0.94
1986,Bangladesh,BGD,51.206,1.331,52.537000000000006,97.47,2.53
1986,Belarus,BLR,465.779,0.059,465.838,99.99,0.01
1986,Belgium,BEL,448.549,1.394,449.943,99.69,0.31
1986,Brazil,BRA,827.373,619.069,1446.442,57.2,42.8
1986,Bulgaria,BGR,302.508,6.878,309.38599999999997,97.78,2.22
1986,Canada,CAN,1758.202,924.501,2682.703,65.54,34.46
1986,Chile,CHL,78.29,35.875,114.165,68.58,31.42
1986,China,CHN,6164.527,279.579,6444.106,95.66,4.34
1986,Colombia,COL,166.033,63.93,229.963,72.2,27.8
1986,Czechia,CZE,615.558,5.547,621.105,99.11,0.89
1986,Denmark,DNK,222.025,0.619,222.644,99.72,0.28
1986,Egypt,EGY,309.786,26.53,336.31600000000003,92.11,7.89
1986,Estonia,EST,117.883,0.0,117.883,100.0,0.0
1986,Finland,FIN,198.632,36.637,235.269,84.43,15.57
1986,France,FRA,1555.141,190.07,1745.211,89.11,10.89
1986,Germany,DEU,3824.398,60.013,3884.411,98.46,1.54
1986,Greece,GRC,211.814,9.566,221.38,95.68,4.32
1986,Hungary,HUN,310.303,0.455,310.758,99.85,0.15
1986,India,IND,1525.9,155.445,1681.345,90.75,9.25
1986,Indonesia,IDN,427.853,13.173,441.026,97.01,2.99
1986,Iran,IRN,582.427,20.847,603.274,96.54,3.46
1986,Ireland,IRL,104.786,2.717,107.503,97.47,2.53
1986,Israel,ISR,103.339,0.018,103.357,99.98,0.02
1986,Italy,ITA,1525.958,130.198,1656.1560000000002,92.14,7.86
1986,Japan,JPN,3735.453,282.544,4017.997,92.97,7.03
1986,Kazakhstan,KAZ,800.111,14.14,814.251,98.26,1.74
1986,Latvia,LVA,89.895,8.873,98.768,91.02,8.98
1986,Lithuania,LTU,137.552,1.137,138.689,99.18,0.82
1986,Luxembourg,LUX,31.255,0.309,31.564,99.02,0.98
1986,Malaysia,MYS,176.474,12.185,188.659,93.54,6.46
1986,Mexico,MEX,1028.067,72.607,1100.674,93.4,6.6
1986,Morocco,MAR,65.634,1.901,67.535,97.19,2.81
1986,Netherlands,NLD,849.9,1.777,851.677,99.79,0.21
1986,New Zealand,NZL,94.875,71.531,166.406,57.01,42.99
1986,Norway,NOR,140.295,284.548,424.84299999999996,33.02,66.98
1986,Pakistan,PAK,192.922,36.826,229.748,83.97,16.03
1986,Peru,PER,80.245,30.239,110.48400000000001,72.63,27.37
1986,Poland,POL,1502.005,5.755,1507.7600000000002,99.62,0.38
1986,Romania,ROU,698.118,31.965,730.08300000000008,95.62,4.38
1986,Russia,RUS,8939.963,485.925,9425.887999999999,94.84,5.16
1986,Saudi Arabia,SAU,784.659,0.0,784.659,100.0,0.0
1986,Slovakia,SVK,199.396,4.953,204.349,97.58,2.42
1986,South Africa,ZAF,901.923,4.799,906.722,99.47,0.53
1986,South Korea,KOR,610.94,9.196,620.13600000000008,98.52,1.48
1986,Spain,ESP,755.345,80.06,835.405,90.42,9.58
1986,Sweden,SWE,331.904,186.517,518.421,64.02,35.98
1986,Switzerland,CHE,177.472,98.763,276.235,64.25,35.75
1986,Taiwan,TWN,337.841,18.139,355.98,94.9,5.1
1986,Thailand,THA,186.209,16.357,202.566,91.93,8.07
1986,Turkey,TUR,385.472,35.231,420.703,91.63,8.37
1986,Turkmenistan,TKM,178.099,0.009,178.10799999999998,99.99,0.01
1986,Ukraine,UKR,2640.252,31.507,2671.759,98.82,1.18
1986,United Kingdom,GBR,2275.315,14.103,2289.418,99.38,0.62
1986,United States,USA,18137.391,997.901,19135.292,94.79,5.21
1986,Uzbekistan,UZB,443.677,13.656,457.333,97.01,2.99
1986,Venezuela,VEN,466.851,74.395,541.246,86.25,13.75
1986,Vietnam,VNM,62.672,4.16,66.832,93.78,6.22
1987,Algeria,DZA,283.693,1.476,285.169,99.48,0.52
1987,Argentina,ARG,448.359,65.133,513.492,87.32,12.68
1987,Australia,AUS,879.426,41.756,921.182,95.47,4.53
1987,Austria,AUT,226.486,107.533,334.019,67.81,32.19
1987,Azerbaijan,AZE,242.644,2.378,245.022,99.03,0.97
1987,Bangladesh,BGD,56.456,1.529,57.985,97.36,2.64
1987,Belarus,BLR,472.56,0.059,472.619,99.99,0.01
1987,Belgium,BEL,457.858,1.74,459.598,99.62,0.38
1987,Brazil,BRA,853.664,630.525,1484.1889999999999,57.52,42.48
1987,Bulgaria,BGR,303.505,7.502,311.007,97.59,2.41
1987,Canada,CAN,1815.983,942.401,2758.384,65.84,34.16
1987,Chile,CHL,81.05,38.783,119.833,67.64,32.36
1987,China,CHN,6654.468,295.771,6950.239,95.74,4.26
1987,Colombia,COL,181.673,69.598,251.27100000000002,72.3,27.7
1987,Czechia,CZE,615.602,7.289,622.891,98.83,1.17
1987,Denmark,DNK,213.845,0.796,214.641,99.63,0.37
1987,Egypt,EGY,330.107,26.523,356.63000000000005,92.56,7.44
1987,Estonia,EST,119.666,0.0,119.666,100.0,0.0
1987,Finland,FIN,208.147,40.795,248.942,83.61,16.39
1987,France,FRA,1544.503,214.05,1758.5529999999999,87.83,12.17
1987,Germany,DEU,3824.256,64.775,3889.031,98.33,1.67
1987,Greece,GRC,233.857,8.223,242.08,96.6,3.4
1987,Hungary,HUN,314.981,0.5,315.481,99.84,0.16
1987,India,IND,1642.974,144.782,1787.7559999999999,91.9,8.1
1987,Indonesia,IDN,451.944,13.552,465.49600000000004,97.09,2.91
1987,Iran,IRN,623.648,23.112,646.76,96.43,3.57
1987,Ireland,IRL,106.69,2.029,108.719,98.13,1.87
1987,Israel,ISR,110.809,0.03,110.839,99.97,0.03
1987,Italy,ITA,1604.471,126.109,1730.58,92.71,7.29
1987,Japan,JPN,3774.433,267.871,4042.304,93.37,6.63
1987,Kazakhstan,KAZ,815.645,16.949,832.59399999999994,97.96,2.04
1987,Latvia,LVA,79.185,10.938,90.123,87.86,12.14
1987,Lithuania,LTU,147.538,1.072,148.61,99.28,0.72
1987,Luxembourg,LUX,29.465,0.366,29.831,98.77,1.23
1987,Malaysia,MYS,179.845,14.684,194.529,92.45,7.55
1987,Mexico,MEX,1067.337,69.562,1136.899,93.88,6.12
1987,Morocco,MAR,67.126,2.44,69.566,96.49,3.51
1987,Netherlands,NLD,869.094,2.25,871.344,99.74,0.26
1987,New Zealand,NZL,97.222,71.017,168.23899999999998,57.79,42.21
1987,Norway,NOR,140.906,305.444,446.35,31.57,68.43
1987,Pakistan,PAK,210.104,48.417,258.521,81.27,18.73
1987,Peru,PER,88.035,32.6,120.63499999999999,72.98,27.02
1987,Poland,POL,1551.107,5.528,1556.635,99.64,0.36
1987,Romania,ROU,723.972,33.145,757.117,95.62,4.38
1987,Russia,RUS,9208.188,480.593,9688.781,95.04,4.96
1987,Saudi Arabia,SAU,831.738,0.0,831.738,100.0,0.0
1987,Slovakia,SVK,204.576,5.713,210.289,97.28,2.72
1987,South Africa,ZAF,924.17,4.781,928.95099999999991,99.49,0.51
1987,South Korea,KOR,653.207,11.726,664.933,98.24,1.76
1987,Spain,ESP,776.486,82.768,859.254,90.37,9.63
1987,Sweden,SWE,291.923,218.743,510.666,57.17,42.83
1987,Switzerland,CHE,168.879,104.164,273.043,61.85,38.15
1987,Taiwan,TWN,357.793,16.298,374.091,95.64,4.36
1987,Thailand,THA,219.215,12.01,231.225,94.81,5.19
1987,Turkey,TUR,424.377,55.217,479.594,88.49,11.51
1987,Turkmenistan,TKM,177.174,0.009,177.183,99.99,0.01
1987,Ukraine,UKR,2681.032,28.371,2709.4030000000002,98.95,1.05
1987,United Kingdom,GBR,2283.817,12.38,2296.197,99.46,0.54
1987,United States,USA,18808.764,887.461,19696.225,95.49,4.51
1987,Uzbekistan,UZB,456.578,20.02,476.59799999999996,95.8,4.2
1987,Venezuela,VEN,449.615,91.202,540.817,83.14,16.86
1987,Vietnam,VNM,71.156,4.092,75.248,94.56,5.44
1988,Algeria,DZA,304.881,0.541,305.42199999999997,99.82,0.18
1988,Argentina,ARG,478.772,45.514,524.286,91.32,8.68
1988,Australia,AUS,918.73,44.72,963.45,95.36,4.64
1988,Austria,AUT,221.396,107.736,329.132,67.27,32.73
1988,Azerbaijan,AZE,243.14,2.065,245.20499999999998,99.16,0.84
1988,Bangladesh,BGD,62.58,1.996,64.576,96.91,3.09
1988,Belarus,BLR,479.346,0.059,479.40500000000003,99.99,0.01
1988,Belgium,BEL,466.242,1.66,467.90200000000004,99.65,0.35
1988,Brazil,BRA,857.704,673.435,1531.139,56.02,43.98
1988,Bulgaria,BGR,301.207,7.676,308.883,97.51,2.49
1988,Canada,CAN,1944.692,917.018,2861.71,67.96,32.04
1988,Chile,CHL,95.539,38.178,133.71699999999998,71.45,28.55
1988,China,CHN,7144.303,322.809,7467.112,95.68,4.32
1988,Colombia,COL,177.714,73.378,251.09199999999998,70.78,29.22
1988,Czechia,CZE,616.379,6.207,622.586,99.0,1.0
1988,Denmark,DNK,211.091,1.215,212.306,99.43,0.57
1988,Egypt,EGY,335.77,26.107,361.87699999999995,92.79,7.21
1988,Estonia,EST,117.633,0.0,117.633,100.0,0.0
1988,Finland,FIN,207.697,39.513,247.21,84.02,15.98
1988,France,FRA,1531.791,231.935,1763.7259999999999,86.85,13.15
1988,Germany,DEU,3796.16,64.627,3860.787,98.33,1.67
1988,Greece,GRC,248.601,6.999,255.6,97.26,2.74
1988,Hungary,HUN,300.006,0.5,300.506,99.83,0.17
1988,India,IND,1783.563,161.496,1945.0590000000002,91.7,8.3
1988,Indonesia,IDN,476.518,14.885,491.40299999999996,96.97,3.03
1988,Iran,IRN,635.196,24.383,659.57900000000006,96.3,3.7
1988,Ireland,IRL,105.62,2.579,108.199,97.62,2.38
1988,Israel,ISR,118.764,0.03,118.794,99.97,0.03
1988,Italy,ITA,1643.894,129.844,1773.738,92.68,7.32
1988,Japan,JPN,4057.01,317.54,4374.55,92.74,7.26
1988,Kazakhstan,KAZ,842.284,20.674,862.958,97.6,2.4
1988,Latvia,LVA,76.184,8.873,85.057,89.57,10.43
1988,Lithuania,LTU,145.829,1.137,146.966,99.23,0.77
1988,Luxembourg,LUX,30.227,0.345,30.572,98.87,1.13
1988,Malaysia,MYS,187.662,16.94,204.602,91.72,8.28
1988,Mexico,MEX,1067.749,77.715,1145.464,93.22,6.78
1988,Morocco,MAR,70.719,2.768,73.487,96.23,3.77
1988,Netherlands,NLD,871.224,2.719,873.9430000000001,99.69,0.31
1988,New Zealand,NZL,101.135,74.101,175.236,57.71,42.29
1988,Norway,NOR,138.122,321.975,460.09700000000004,30.02,69.98
1988,Pakistan,PAK,224.253,50.757,275.01,81.54,18.46
1988,Peru,PER,85.937,31.255,117.192,73.33,26.67
1988,Poland,POL,1521.303,5.602,1526.9050000000002,99.63,0.37
1988,Romania,ROU,727.443,43.692,771.135,94.33,5.67
1988,Russia,RUS,9359.675,475.849,9835.524,95.16,4.84
1988,Saudi Arabia,SAU,870.275,0.0,870.275,100.0,0.0
1988,Slovakia,SVK,206.424,5.19,211.614,97.55,2.45
1988,South Africa,ZAF,1003.176,9.35,1012.5260000000001,99.08,0.92
1988,South Korea,KOR,747.041,5.876,752.917,99.22,0.78
1988,Spain,ESP,770.217,106.37,876.587,87.87,12.13
1988,Sweden,SWE,275.764,213.173,488.937,56.4,43.6
1988,Switzerland,CHE,168.731,107.483,276.214,61.09,38.91
1988,Taiwan,TWN,416.218,13.829,430.047,96.78,3.22
1988,Thailand,THA,249.127,11.091,260.218,95.74,4.26
1988,Turkey,TUR,441.587,85.798,527.385,83.73,16.27
1988,Turkmenistan,TKM,178.374,0.009,178.38299999999998,99.99,0.01
1988,Ukraine,UKR,2615.763,35.284,2651.047,98.67,1.33
1988,United Kingdom,GBR,2291.183,14.447,2305.63,99.37,0.63
1988,United States,USA,19634.049,806.846,20440.895,96.05,3.95
1988,Uzbekistan,UZB,458.611,21.183,479.794,95.58,4.42
1988,Venezuela,VEN,462.186,101.138,563.324,82.05,17.95
1988,Vietnam,VNM,69.92,5.296,75.216000000000008,92.96,7.04
1989,Algeria,DZA,296.4,0.668,297.068,99.78,0.22
1989,Argentina,ARG,467.809,39.333,507.14200000000005,92.24,7.76
1989,Australia,AUS,967.35,44.734,1012.0840000000001,95.58,4.42
1989,Austria,AUT,223.709,107.264,330.973,67.59,32.41
1989,Azerbaijan,AZE,247.987,2.065,250.052,99.17,0.83
1989,Bangladesh,BGD,66.894,2.72,69.614,96.09,3.91
1989,Belarus,BLR,463.602,0.059,463.661,99.99,0.01
1989,Belgium,BEL,476.084,1.532,477.616,99.68,0.32
1989,Brazil,BRA,874.9,696.192,1571.092,55.69,44.31
1989,Bulgaria,BGR,302.0,7.957,309.957,97.43,2.57
1989,Canada,CAN,2032.37,869.959,2902.3289999999997,70.03,29.97
1989,Chile,CHL,115.622,32.2,147.822,78.22,21.78
1989,China,CHN,7486.303,350.134,7836.437,95.53,4.47
1989,Colombia,COL,184.416,80.069,264.485,69.73,30.27
1989,Czechia,CZE,595.905,4.858,600.76299999999992,99.19,0.81
1989,Denmark,DNK,194.078,1.737,195.815,99.11,0.89
1989,Egypt,EGY,353.415,28.053,381.468,92.65,7.35
1989,Estonia,EST,121.225,0.0,121.225,100.0,0.0
1989,Finland,FIN,211.29,38.53,249.82,84.58,15.42
1989,France,FRA,1571.723,143.783,1715.5059999999999,91.62,8.38
1989,Germany,DEU,3741.838,59.607,3801.445,98.43,1.57
1989,Greece,GRC,271.448,5.621,277.06899999999996,97.97,2.03
1989,Hungary,HUN,290.022,0.467,290.489,99.84,0.16
1989,India,IND,1944.618,187.384,2132.002,91.21,8.79
1989,Indonesia,IDN,526.299,18.57,544.869,96.59,3.41
1989,Iran,IRN,701.069,19.906,720.97499999999991,97.24,2.76
1989,Ireland,IRL,109.409,2.063,111.47200000000001,98.15,1.85
1989,Israel,ISR,124.27,0.009,124.279,99.99,0.01
1989,Italy,ITA,1714.709,110.235,1824.944,93.96,6.04
1989,Japan,JPN,4182.906,325.205,4508.111,92.79,7.21
1989,Kazakhstan,KAZ,827.645,21.562,849.207,97.46,2.54
1989,Latvia,LVA,74.373,10.664,85.037,87.46,12.54
1989,Lithuania,LTU,150.184,1.137,151.321,99.25,0.75
1989,Luxembourg,LUX,34.849,0.268,35.117,99.24,0.76
1989,Malaysia,MYS,213.336,15.656,228.99200000000002,93.16,6.84
1989,Mexico,MEX,1120.536,88.237,1208.7730000000001,92.7,7.3
1989,Morocco,MAR,77.426,3.421,80.847000000000008,95.77,4.23
1989,Netherlands,NLD,874.003,3.05,877.053,99.65,0.35
1989,New Zealand,NZL,104.945,74.299,179.244,58.55,41.45
1989,Norway,NOR,139.988,350.2,490.188,28.56,71.44
1989,Pakistan,PAK,240.326,51.58,291.906,82.33,17.67
1989,Peru,PER,76.423,31.532,107.955,70.79,29.21
1989,Poland,POL,1464.437,5.087,1469.524,99.65,0.35
1989,Romania,ROU,732.031,40.446,772.477,94.76,5.24
1989,Russia,RUS,9396.659,472.308,9868.967,95.21,4.79
1989,Saudi Arabia,SAU,856.545,0.0,856.545,100.0,0.0
1989,Slovakia,SVK,207.379,5.802,213.18099999999998,97.28,2.72
1989,South Africa,ZAF,956.07,8.158,964.22800000000007,99.15,0.85
1989,South Korea,KOR,799.058,8.764,807.822,98.92,1.08
1989,Spain,ESP,850.015,59.114,909.129,93.5,6.5
1989,Sweden,SWE,265.51,219.166,484.676,54.78,45.22
1989,Switzerland,CHE,164.084,89.733,253.817,64.65,35.35
1989,Taiwan,TWN,453.496,15.004,468.5,96.8,3.2
1989,Thailand,THA,284.782,16.368,301.15,94.56,5.44
1989,Turkey,TUR,464.388,53.225,517.61299999999994,89.72,10.28
1989,Turkmenistan,TKM,183.282,0.009,183.291,100.0,0.0
1989,Ukraine,UKR,2513.364,29.952,2543.3160000000003,98.82,1.18
1989,United Kingdom,GBR,2271.02,14.126,2285.146,99.38,0.62
1989,United States,USA,19997.105,969.918,20967.023,95.37,4.63
1989,Uzbekistan,UZB,480.235,16.27,496.505,96.72,3.28
1989,Venezuela,VEN,465.554,102.507,568.06099999999992,81.95,18.05
1989,Vietnam,VNM,60.338,11.349,71.687,84.17,15.83
1990,Algeria,DZA,314.575,0.399,314.974,99.87,0.13
1990,Argentina,ARG,439.559,52.802,492.36100000000005,89.28,10.72
1990,Australia,AUS,986.991,46.068,1033.059,95.54,4.46
1990,Austria,AUT,238.275,96.893,335.168,71.09,28.91
1990,Azerbaijan,AZE,255.649,4.903,260.552,98.12,1.88
1990,Bangladesh,BGD,71.242,2.614,73.856000000000009,96.46,3.54
1990,Belarus,BLR,465.913,0.059,465.97200000000004,99.99,0.01
1990,Belgium,BEL,498.421,1.707,500.128,99.66,0.34
1990,Brazil,BRA,862.29,697.354,1559.644,55.29,44.71
1990,Bulgaria,BGR,277.976,5.553,283.529,98.04,1.96
1990,Canada,CAN,1916.016,886.96,2802.976,68.36,31.64
1990,Chile,CHL,126.167,29.514,155.681,81.04,18.96
1990,China,CHN,7563.272,374.977,7938.249,95.28,4.72
1990,Colombia,COL,170.302,82.18,252.482,67.45,32.55
1990,Croatia,HRV,89.202,11.618,100.82,88.48,11.52
1990,Czechia,CZE,507.601,3.433,511.034,99.33,0.67
1990,Denmark,DNK,199.403,2.558,201.96099999999998,98.73,1.27
1990,Ecuador,ECU,66.237,14.746,80.98299999999999,81.79,18.21
1990,Egypt,EGY,361.893,29.431,391.32399999999996,92.48,7.52
1990,Estonia,EST,127.571,0.0,127.571,100.0,0.0
1990,Finland,FIN,220.153,48.57,268.723,81.93,18.07
1990,France,FRA,1601.255,165.389,1766.6440000000002,90.64,9.36
1990,Germany,DEU,3703.867,56.053,3759.92,98.51,1.49
1990,Greece,GRC,282.076,5.237,287.31300000000005,98.18,1.82
1990,Hungary,HUN,283.713,0.581,284.29400000000004,99.8,0.2
1990,India,IND,2086.01,196.545,2282.5550000000003,91.39,8.61
1990,Indonesia,IDN,577.781,22.398,600.179,96.27,3.73
1990,Iran,IRN,789.457,21.826,811.283,97.31,2.69
1990,Ireland,IRL,115.825,2.061,117.886,98.25,1.75
1990,Israel,ISR,129.129,0.009,129.13799999999998,99.99,0.01
1990,Italy,ITA,1752.051,102.835,1854.886,94.46,5.54
1990,Japan,JPN,4374.012,292.539,4666.5509999999995,93.73,6.27
1990,Kazakhstan,KAZ,837.644,21.781,859.425,97.47,2.53
1990,Latvia,LVA,73.172,13.295,86.467,84.62,15.38
1990,Lithuania,LTU,152.354,1.224,153.578,99.2,0.8
1990,Luxembourg,LUX,36.904,0.247,37.151,99.34,0.66
1990,Malaysia,MYS,229.079,11.907,240.98600000000002,95.06,4.94
1990,Mexico,MEX,1223.802,86.935,1310.7369999999999,93.37,6.63
1990,Morocco,MAR,79.148,3.608,82.756,95.64,4.36
1990,Netherlands,NLD,898.242,2.556,900.798,99.72,0.28
1990,New Zealand,NZL,109.201,77.234,186.435,58.57,41.43
1990,Norway,NOR,136.493,358.904,495.397,27.55,72.45
1990,Pakistan,PAK,253.785,50.521,304.306,83.4,16.6
1990,Peru,PER,75.626,31.391,107.017,70.67,29.33
1990,Poland,POL,1205.964,4.366,1210.33,99.64,0.36
1990,Romania,ROU,701.467,33.748,735.215,95.41,4.59
1990,Russia,RUS,9246.796,493.558,9740.354,94.93,5.07
1990,Saudi Arabia,SAU,928.337,0.0,928.337,100.0,0.0
1990,Slovakia,SVK,208.642,5.559,214.201,97.4,2.6
1990,Slovenia,SVN,47.389,8.794,56.183000000000007,84.35,15.65
1990,South Africa,ZAF,1002.708,2.987,1005.6949999999999,99.7,0.3
1990,South Korea,KOR,902.117,13.853,915.96999999999991,98.49,1.51
1990,Spain,ESP,837.83,76.938,914.768,91.59,8.41
1990,Sweden,SWE,268.207,220.629,488.836,54.87,45.13
1990,Switzerland,CHE,175.511,89.513,265.024,66.22,33.78
1990,Taiwan,TWN,471.779,19.544,491.323,96.02,3.98
1990,Thailand,THA,339.499,14.569,354.06800000000004,95.89,4.11
1990,Turkey,TUR,493.324,68.674,561.998,87.78,12.22
1990,Turkmenistan,TKM,151.883,0.009,151.892,99.99,0.01
1990,Ukraine,UKR,2947.448,31.09,2978.538,98.96,1.04
1990,United Kingdom,GBR,2304.77,17.06,2321.83,99.27,0.73
1990,United States,USA,19815.52,1068.089,20883.609,94.89,5.11
1990,Uzbekistan,UZB,501.25,19.658,520.908,96.23,3.77
1990,Venezuela,VEN,494.196,109.358,603.55400000000009,81.88,18.12
1990,Vietnam,VNM,61.252,15.876,77.128,79.42,20.58
1991,Algeria,DZA,311.229,0.866,312.09499999999997,99.72,0.28
1991,Argentina,ARG,451.996,47.343,499.339,90.52,9.48
1991,Australia,AUS,976.706,48.6,1025.306,95.26,4.74
1991,Austria,AUT,254.541,96.973,351.514,72.41,27.59
1991,Azerbaijan,AZE,245.149,5.202,250.351,97.92,2.08
1991,Bangladesh,BGD,68.777,2.478,71.255,96.52,3.48
1991,Belarus,BLR,464.853,0.053,464.906,99.99,0.01
1991,Belgium,BEL,519.606,1.655,521.261,99.68,0.32
1991,Brazil,BRA,880.688,731.814,1612.502,54.62,45.38
1991,Bulgaria,BGR,218.482,7.218,225.7,96.8,3.2
1991,Canada,CAN,1860.179,921.335,2781.514,66.88,33.12
1991,Chile,CHL,132.825,42.14,174.96499999999997,75.92,24.08
1991,China,CHN,7968.69,368.921,8337.610999999999,95.58,4.42
1991,Colombia,COL,176.324,82.844,259.168,68.03,31.97
1991,Croatia,HRV,67.419,16.37,83.789,80.46,19.54
1991,Czechia,CZE,459.994,3.22,463.21400000000006,99.3,0.7
1991,Denmark,DNK,229.457,3.397,232.85399999999998,98.54,1.46
1991,Ecuador,ECU,74.429,15.009,89.438,83.22,16.78
1991,Egypt,EGY,367.111,29.322,396.433,92.6,7.4
1991,Estonia,EST,116.732,0.0,116.732,100.0,0.0
1991,Finland,FIN,220.412,54.983,275.395,80.03,19.97
1991,France,FRA,1707.94,177.04,1884.98,90.61,9.39
1991,Germany,DEU,3620.403,51.99,3672.3929999999996,98.58,1.42
1991,Greece,GRC,282.313,9.17,291.483,96.85,3.15
1991,Hungary,HUN,262.303,0.65,262.953,99.75,0.25
1991,India,IND,2193.086,219.215,2412.301,90.91,9.09
1991,Indonesia,IDN,628.045,24.893,652.938,96.19,3.81
1991,Iran,IRN,863.649,16.58,880.229,98.12,1.88
1991,Ireland,IRL,120.256,2.206,122.462,98.2,1.8
1991,Israel,ISR,131.262,0.018,131.28,99.99,0.01
1991,Italy,ITA,1778.829,134.304,1913.133,92.98,7.02
1991,Japan,JPN,4428.32,315.752,4744.072,93.34,6.66
1991,Kazakhstan,KAZ,835.717,21.29,857.007,97.52,2.48
1991,Latvia,LVA,69.995,9.684,79.679,87.85,12.15
1991,Lithuania,LTU,164.214,0.999,165.213,99.4,0.6
1991,Luxembourg,LUX,39.636,0.293,39.929,99.27,0.73
1991,Malaysia,MYS,288.71,13.157,301.86699999999996,95.64,4.36
1991,Mexico,MEX,1262.041,83.602,1345.643,93.79,6.21
1991,Morocco,MAR,80.179,3.625,83.804,95.67,4.33
1991,Netherlands,NLD,915.655,2.962,918.617,99.68,0.32
1991,New Zealand,NZL,113.329,76.858,190.187,59.59,40.41
